0.022,0.016849,0.606939,0.184107,0.0154041,0.606904,0.150436,-0.0249836,0.0151757,0.000267509,-0.996501,0.606053,0.00958824,0.0171664,0.606769,0.184127,0.00362916,-0.463825,-0.356804,0.739118,-0.0296522,-0.0833201,-0.0961313,
0.024,0.016795,0.606972,0.184107,0.0153528,0.606936,0.150494,-0.0269766,0.0163878,0.000286685,-0.955624,0.581351,0.00898393,0.0171658,0.606769,0.184127,0.00395909,-0.460843,-0.376527,0.770355,-0.0289131,-0.080103,-0.0913031,
0.026,0.0167372,0.607007,0.184108,0.0152979,0.606971,0.150556,-0.0288879,0.0175505,0.000304653,-0.915893,0.557375,0.0084038,0.0171658,0.606769,0.184127,0.00428901,-0.470274,-0.360184,0.741604,-0.0296139,-0.084284,-0.0951478,
0.028,0.0166758,0.607044,0.184109,0.0152396,0.607009,0.150622,-0.0307197,0.0186653,0.000321461,-0.877326,0.534087,0.00782967,0.0171645,0.606769,0.184127,0.00461894,-0.470226,-0.351828,0.74559,-0.0292259,-0.083982,-0.0968023,
0.03,0.0166109,0.607084,0.184109,0.015178,0.607048,0.150693,-0.0324743,0.0197335,0.00033712,-0.839807,0.511466,0.00725484,0.0171639,0.606769,0.184127,0.00494886,-0.459251,-0.376824,0.77719,-0.0278566,-0.0778678,-0.0908326,
0.032,0.0165426,0.607125,0.18411,0.0151133,0.607089,0.150767,-0.0341539,0.0207564,0.00035163,-0.803393,0.489499,0.00671823,0.0171625,0.60677,0.184127,0.00527878,-0.440942,-0.370342,0.763066,-0.0275875,-0.0739636,-0.0920818,
0.034,0.016471,0.607169,0.184111,0.0150456,0.607133,0.150845,-0.0357607,0.0217354,0.000365066,-0.767999,0.468146,0.00618441,0.0171612,0.60677,0.184127,0.00560871,-0.47285,-0.367031,0.759638,-0.0286777,-0.0833452,-0.0929751,
0.036,0.0163964,0.607214,0.184111,0.0149751,0.607178,0.150927,-0.0372967,0.0226717,0.000377435,-0.733629,0.447435,0.00568181,0.0171595,0.60677,0.184127,0.00593863,-0.470272,-0.372415,0.743651,-0.0284342,-0.0818633,-0.0914197,
0.038,0.0163189,0.607261,0.184112,0.014902,0.607225,0.151013,-0.038764,0.0235666,0.000388799,-0.700233,0.427294,0.00517388,0.0171569,0.606771,0.184126,0.00626856,-0.465006,-0.370917,0.753644,-0.0277727,-0.0793163,-0.0911495,
0.04,0.0162386,0.60731,0.184113,0.0148263,0.607273,0.151103,-0.0401644,0.0244211,0.000399146,-0.66777,0.407754,0.00469641,0.0171537,0.606771,0.184126,0.00659848,-0.450619,-0.367892,0.751891,-0.0268835,-0.0740882,-0.0911538,
0.042,0.0161556,0.607361,0.184114,0.0147482,0.607323,0.151195,-0.0415,0.0252366,0.000408539,-0.636227,0.388767,0.00422974,0.0171501,0.606772,0.184125,0.0069284,-0.445956,-0.368821,0.756171,-0.0264473,-0.0725531,-0.090847,
0.044,0.01607,0.607413,0.184115,0.0146678,0.607375,0.151292,-0.0427724,0.0260142,0.000416999,-0.605585,0.370344,0.00378068,0.0171461,0.606773,0.184125,0.00725833,-0.435752,-0.363556,0.761932,-0.0260109,-0.0692865,-0.0914209,
0.046,0.0159821,0.607466,0.184115,0.0145853,0.607428,0.151391,-0.0439836,0.0267549,0.00042456,-0.575825,0.352456,0.00333834,0.0171407,0.606774,0.184125,0.00758825,-0.466523,-0.383648,0.770221,-0.027055,-0.0779535,-0.0878031,
0.048,0.0158918,0.607521,0.184116,0.0145008,0.607482,0.151493,-0.0451352,0.0274598,0.000431237,-0.546876,0.33507,0.00290381,0.0171335,0.606776,0.184124,0.00791818,-0.448745,-0.385555,0.776875,-0.0259032,-0.071345,-0.086744,
0.05,0.0157993,0.607577,0.184117,0.0144144,0.607537,0.151599,-0.046229,0.0281299,0.000437044,-0.518704,0.318193,0.0024872,0.0171268,0.606778,0.184124,0.0082481,-0.427597,-0.357453,0.750117,-0.0255623,-0.0657611,-0.0921335,
0.052,0.0157048,0.607635,0.184118,0.0143262,0.607594,0.151707,-0.0472664,0.0287663,0.000442019,-0.491385,0.301785,0.00204195,0.0171188,0.60678,0.184124,0.00857802,-0.468582,-0.380166,0.784874,-0.0264401,-0.0759046,-0.0878036,
0.054,0.0156083,0.607694,0.184119,0.0142364,0.607652,0.151819,-0.0482492,0.0293699,0.000446103,-0.46482,0.285875,0.00163558,0.0171108,0.606783,0.184124,0.00890795,-0.464955,-0.380594,0.778907,-0.0258964,-0.0735481,-0.0871767,
0.056,0.01551,0.607754,0.18412,0.014145,0.607711,0.151933,-0.0491788,0.0299416,0.000449374,-0.439044,0.270404,0.00121577,0.0171018,0.606786,0.184124,0.00923787,-0.435383,-0.341992,0.740897,-0.0255482,-0.066111,-0.094465,
0.058,0.0154098,0.607815,0.184121,0.0140521,0.60777,0.152049,-0.0500569,0.0304824,0.000451805,-0.413993,0.255402,0.000813333,0.0170912,0.606789,0.184124,0.0095678,-0.426815,-0.387933,0.79467,-0.0236579,-0.0594805,-0.0840407,
0.06,0.0153081,0.607877,0.184122,0.0139579,0.607831,0.152169,-0.0508849,0.0309932,0.000453432,-0.389623,0.240824,0.00041802,0.0170786,0.606794,0.184124,0.00989772,-0.415507,-0.38153,0.788038,-0.0238218,-0.0570474,-0.0850538,
0.062,0.0152047,0.60794,0.184123,0.0138625,0.607892,0.15229,-0.0516641,0.0314749,0.000454268,-0.365902,0.226641,2.70053e-05,0.0170667,0.606798,0.184125,0.0102276,-0.453694,-0.375658,0.770552,-0.0251378,-0.0674589,-0.0864982,
0.064,0.0150999,0.608003,0.184124,0.013766,0.607955,0.152414,-0.0523959,0.0319282,0.000454322,-0.342924,0.212881,-0.000371551,0.0170529,0.606804,0.184126,0.0105576,-0.472557,-0.371464,0.771099,-0.0255617,-0.0722677,-0.0871918,
0.066,0.0149938,0.608068,0.184124,0.0136685,0.608018,0.152541,-0.0530818,0.0323539,0.000453579,-0.32056,0.199504,-0.000806045,0.0170389,0.606809,0.184127,0.0108875,-0.450547,-0.373213,0.794511,-0.0233568,-0.0614997,-0.0851893,
0.068,0.0148863,0.608134,0.184125,0.01357,0.608081,0.152669,-0.0537229,0.0327529,0.000451967,-0.298866,0.186553,-0.00118734,0.0170239,0.606815,0.184128,0.0112174,-0.434969,-0.380353,0.801171,-0.0228144,-0.0567228,-0.0831732,
0.07,0.0147777,0.6082,0.184126,0.0134706,0.608145,0.1528,-0.0543206,0.033126,0.000449592,-0.27779,0.173975,-0.00156101,0.0170091,0.606822,0.184129,0.0115473,-0.447051,-0.386703,0.81215,-0.02314,-0.0588915,-0.081743,
0.072,0.0146679,0.608267,0.184127,0.0133705,0.60821,0.152933,-0.0548762,0.033474,0.00044647,-0.257371,0.161734,-0.0019591,0.0169913,0.606829,0.18413,0.0118773,-0.45818,-0.380687,0.800154,-0.0238653,-0.0620271,-0.0831174,
0.074,0.0145572,0.608334,0.184128,0.0132697,0.608275,0.153068,-0.0553909,0.0337975,0.000442552,-0.237447,0.149865,-0.00234078,0.0169732,0.606837,0.184131,0.0122072,-0.50272,-0.360636,0.773048,-0.025114,-0.0740879,-0.0878914,
0.076,0.0144454,0.608403,0.184129,0.0131684,0.608341,0.153204,-0.0558658,0.0340972,0.00043787,-0.218129,0.138343,-0.00272211,0.0169538,0.606845,0.184133,0.0125371,-0.471846,-0.340815,0.748913,-0.0237288,-0.0641726,-0.0912157,
0.078,0.0143328,0.608471,0.18413,0.0130665,0.608407,0.153343,-0.0563021,0.0343739,0.000432426,-0.199351,0.127161,-0.00309667,0.0169327,0.606854,0.184135,0.012867,-0.439977,-0.321873,0.740309,-0.0223139,-0.0536953,-0.0944245,
0.08,0.0142194,0.608541,0.184131,0.0129643,0.608473,0.153483,-0.0567008,0.0346282,0.000426233,-0.181086,0.11629,-0.00349906,0.0169116,0.606864,0.184137,0.013197,-0.492408,-0.407888,0.862161,-0.0221343,-0.0615496,-0.0762656,
0.082,0.0141053,0.60861,0.184131,0.0128617,0.60854,0.153625,-0.057063,0.0348608,0.000419235,-0.163388,0.105719,-0.00390656,0.0168895,0.606874,0.184139,0.0135269,-0.487615,-0.388374,0.843334,-0.0221425,-0.0600815,-0.0801706,
0.084,0.0139905,0.60868,0.184132,0.0127588,0.608606,0.153768,-0.0573897,0.0350722,0.000411422,-0.146205,0.0954892,-0.00428923,0.0168668,0.606884,0.184141,0.0138568,-0.469675,-0.360803,0.825307,-0.0213466,-0.0545468,-0.0852624,
0.086,0.0138752,0.608751,0.184133,0.0126557,0.608673,0.153913,-0.0576821,0.0352632,0.000402843,-0.129541,0.0855892,-0.00465492,0.0168416,0.606895,0.184143,0.0141867,-0.475507,-0.340116,0.792633,-0.0219711,-0.0569399,-0.0897732,
0.088,0.0137593,0.608822,0.184134,0.0125525,0.60874,0.154059,-0.0579412,0.0354344,0.000393533,-0.113297,0.0759584,-0.00502295,0.0168162,0.606906,0.184145,0.0145167,-0.510204,-0.332377,0.784607,-0.0227483,-0.0651536,-0.0917813,
0.09,0.0136429,0.608893,0.184135,0.0124492,0.608808,0.154207,-0.0581678,0.0355863,0.000383487,-0.0975631,0.0666338,-0.0053745,0.0167882,0.606919,0.184148,0.0148466,-0.491171,-0.341693,0.786516,-0.0210658,-0.0567839,-0.0888522,
0.092,0.0135262,0.608964,0.184135,0.0123459,0.608875,0.154357,-0.0583629,0.0357195,0.000372738,-0.0822166,0.0575554,-0.00574443,0.0167596,0.606932,0.184151,0.0151765,-0.496893,-0.354417,0.815838,-0.0205558,-0.0554039,-0.0855426,
0.094,0.0134092,0.609036,0.184136,0.0122427,0.608942,0.154507,-0.0585274,0.0358347,0.000361249,-0.06734,0.0487349,-0.00613427,0.0167287,0.606945,0.184153,0.0155064,-0.477594,-0.349947,0.849196,-0.0191019,-0.047345,-0.0852435,
0.096,0.0132918,0.609108,0.184137,0.0121397,0.609009,0.154659,-0.058662,0.0359321,0.000348981,-0.0528479,0.040246,-0.00646505,0.0166972,0.606959,0.184156,0.0158363,-0.445223,-0.35181,0.845248,-0.017849,-0.0366928,-0.0838277,
0.098,0.0131743,0.60918,0.184137,0.0120368,0.609076,0.154811,-0.0587677,0.0360126,0.000336051,-0.0387952,0.0319735,-0.00682142,0.0166656,0.606971,0.184157,0.0161663,-0.498818,-0.322414,0.83418,-0.0204433,-0.0533232,-0.0906665,
0.1,0.0130566,0.609252,0.184138,0.0119342,0.609144,0.154965,-0.0588453,0.0360766,0.000322408,-0.0252005,0.024031,-0.00712945,0.016633,0.606985,0.184159,0.0164962,-0.49341,-0.294604,0.787475,-0.02032,-0.051448,-0.0961682,
0.102,0.0129388,0.609324,0.184139,0.0118319,0.60921,0.15512,-0.0588957,0.0361246,0.000308149,-0.0120119,0.0163138,-0.00743979,0.0165992,0.606999,0.184161,0.0168261,-0.496373,-0.301224,0.816832,-0.0194888,-0.0487483,-0.0937979,
0.104,0.012821,0.609397,0.184139,0.01173,0.609277,0.155276,-0.0589198,0.0361572,0.000293269,0.000792964,0.00885237,-0.00774788,0.0165644,0.607013,0.184164,0.017156,-0.48627,-0.303981,0.821948,-0.0187983,-0.0442868,-0.0928262,
0.106,0.0127031,0.609469,0.18414,0.0116284,0.609344,0.155433,-0.0589182,0.0361749,0.000277774,0.0132179,0.00161648,-0.00808759,0.016529,0.607028,0.184166,0.017486,-0.520506,-0.283353,0.805431,-0.0204154,-0.0541482,-0.0973048,
0.108,0.0125854,0.609541,0.18414,0.0115274,0.60941,0.155591,-0.0588917,0.0361782,0.000261598,0.0252491,-0.00538165,-0.00840558,0.016494,0.607044,0.184169,0.0178159,-0.505665,-0.288688,0.798575,-0.0193923,-0.0481065,-0.0957111,
0.11,0.0124677,0.609614,0.184141,0.0114268,0.609476,0.155749,-0.0588412,0.0361674,0.000244787,0.0368562,-0.012182,-0.00873882,0.0164585,0.607059,0.184173,0.0181458,-0.54112,-0.299462,0.847284,-0.0197095,-0.0555639,-0.0934469,
0.112,0.0123501,0.609686,0.184141,0.0113268,0.609542,0.155909,-0.0587675,0.0361431,0.00022731,0.048094,-0.0187484,-0.00908048,0.0164216,0.607075,0.184176,0.0184757,-0.530556,-0.272829,0.827294,-0.0191731,-0.0516134,-0.0982369,
0.114,0.0122328,0.609758,0.184142,0.0112274,0.609607,0.156069,-0.0586713,0.0361056,0.000209149,0.0590061,-0.0250896,-0.00941741,0.0163853,0.607091,0.184179,0.0188057,-0.544556,-0.251351,0.805057,-0.0196303,-0.0549836,-0.102441,
0.116,0.0121157,0.60983,0.184142,0.0111287,0.609672,0.156229,-0.0585533,0.0360554,0.000190314,0.0695175,-0.0312219,-0.00975565,0.0163476,0.607108,0.184183,0.0191356,-0.483975,-0.250716,0.832203,-0.0166365,-0.0342528,-0.100617,
0.118,0.0119989,0.609902,0.184142,0.0110306,0.609737,0.156391,-0.0584143,0.0359929,0.000170803,0.0797236,-0.0371405,-0.0100965,0.0163092,0.607125,0.184187,0.0194655,-0.501661,-0.230569,0.808286,-0.0184564,-0.0423283,-0.105499,
0.12,0.0118824,0.609974,0.184143,0.0109333,0.609801,0.156553,-0.0582548,0.0359186,0.00015061,0.0896017,-0.0428693,-0.0104413,0.0162693,0.607143,0.184191,0.0197954,-0.536304,-0.251899,0.828113,-0.0193543,-0.0511392,-0.10142,
0.122,0.0117662,0.610046,0.184143,0.0108368,0.609865,0.156715,-0.0580756,0.0358329,0.000129727,0.0991977,-0.048447,-0.0107964,0.0162295,0.60716,0.184195,0.0201254,-0.568899,-0.196421,0.79273,-0.0204913,-0.0605356,-0.11279,
0.124,0.0116504,0.610117,0.184143,0.0107411,0.609929,0.156878,-0.0578772,0.035736,0.000108134,0.108451,-0.0537635,-0.0111201,0.0161883,0.607178,0.184199,0.0204553,-0.549797,-0.199512,0.793261,-0.0192707,-0.0530077,-0.11127,
0.126,0.0115351,0.610189,0.184143,0.0106462,0.609992,0.157042,-0.0576603,0.0356285,8.58939e-05,0.117431,-0.0589451,-0.011475,0.0161477,0.607195,0.184203,0.0207852,-0.57538,-0.183105,0.79924,-0.0198906,-0.0591667,-0.114611,
0.128,0.0114203,0.61026,0.184144,0.0105522,0.610054,0.157205,-0.0574254,0.0355106,6.29439e-05,0.126061,-0.063889,-0.0117954,0.0161067,0.607213,0.184207,0.0211151,-0.567872,-0.157889,0.791742,-0.019585,-0.0557402,-0.119388,
0.13,0.0113059,0.61033,0.184144,0.0104591,0.610116,0.157369,-0.0571733,0.0353828,3.93531e-05,0.134396,-0.0686638,-0.0121199,0.0160646,0.607231,0.184212,0.0214451,-0.549429,-0.157253,0.773584,-0.0192884,-0.0500081,-0.119418,
0.132,0.0111921,0.610401,0.184144,0.0103669,0.610178,0.157534,-0.0569045,0.0352455,1.51134e-05,0.142471,-0.0732896,-0.0124795,0.0160235,0.607249,0.184216,0.021775,-0.559768,-0.14798,0.803057,-0.0193055,-0.0510701,-0.120868,
0.134,0.0110789,0.610471,0.184144,0.0102757,0.610238,0.157699,-0.0566196,0.0350989,-9.8457e-06,0.150202,-0.0777055,-0.0127944,0.0159807,0.607267,0.18422,0.0221049,-0.574313,-0.149626,0.807649,-0.0203185,-0.0550655,-0.120841,
0.136,0.0109662,0.610541,0.184144,0.0101855,0.610299,0.157864,-0.0563192,0.0349435,-3.54345e-05,0.157721,-0.0819768,-0.0130955,0.0159376,0.607285,0.184223,0.0224348,-0.583631,-0.13508,0.814461,-0.0199637,-0.0558362,-0.123441,
0.138,0.0108542,0.610611,0.184143,0.0100964,0.610358,0.158029,-0.0560037,0.0347795,-6.16255e-05,0.164965,-0.0860242,-0.0133567,0.0158939,0.607303,0.184227,0.0227647,-0.577102,-0.143044,0.808,-0.0202353,-0.0529637,-0.121375,
0.14,0.0107429,0.61068,0.184143,0.0100083,0.610417,0.158194,-0.0556738,0.0346075,-8.83389e-05,0.171955,-0.0899733,-0.0136537,0.0158487,0.607321,0.18423,0.0230947,-0.574122,-0.128524,0.815023,-0.0204572,-0.0513579,-0.1239,
0.142,0.0106322,0.610749,0.184143,0.00992132,0.610476,0.15836,-0.0553299,0.0344275,-0.000115646,0.178746,-0.0937201,-0.0139084,0.0158019,0.607339,0.184233,0.0234246,-0.580812,-0.127519,0.827614,-0.0208942,-0.0528728,-0.124042,
0.144,0.0105223,0.610817,0.184143,0.00983542,0.610534,0.158525,-0.0549724,0.0342401,-0.000143463,0.185337,-0.0973377,-0.0141454,0.0157562,0.607359,0.184237,0.0237545,-0.624296,-0.141622,0.811837,-0.0229705,-0.0650485,-0.12183,
0.146,0.0104131,0.610885,0.184142,0.00975066,0.610591,0.158691,-0.0546017,0.0340454,-0.000171754,0.191625,-0.100855,-0.0144378,0.0157094,0.607377,0.18424,0.0240844,-0.643654,-0.133262,0.82506,-0.0231986,-0.0684643,-0.123147,
0.148,0.0103046,0.610953,0.184142,0.00966705,0.610647,0.158857,-0.0542185,0.0338437,-0.00020063,0.197707,-0.10418,-0.0146792,0.0156626,0.607396,0.184243,0.0244144,-0.604135,-0.116079,0.817021,-0.0216831,-0.0554701,-0.125453,
0.15,0.010197,0.61102,0.184142,0.00958461,0.610703,0.159023,-0.053823,0.0336353,-0.000229988,0.203547,-0.107381,-0.0149332,0.0156159,0.607415,0.184246,0.0247443,-0.590654,-0.113387,0.816666,-0.0216317,-0.0516167,-0.125608,
0.152,0.0100902,0.611087,0.184141,0.00950336,0.610758,0.159188,-0.0534159,0.0334206,-0.000259854,0.209138,-0.110419,-0.0151612,0.0155682,0.607433,0.184249,0.0250742,-0.626069,-0.10812,0.834245,-0.023033,-0.0623609,-0.127348,
0.154,0.00998417,0.611153,0.18414,0.00942333,0.610813,0.159354,-0.0529977,0.0331997,-0.000290177,0.214546,-0.113322,-0.0153868,0.0155204,0.607453,0.184252,0.0254041,-0.634175,-0.0987386,0.808948,-0.0238991,-0.0650843,-0.129599,
0.156,0.00987903,0.611219,0.18414,0.00934453,0.610866,0.15952,-0.0525686,0.0329731,-0.00032095,0.219729,-0.116164,-0.0156438,0.0154735,0.607473,0.184256,0.0257341,-0.666162,-0.0947312,0.807455,-0.0248822,-0.0729445,-0.130771,
0.158,0.00977477,0.611285,0.184139,0.00926697,0.610919,0.159685,-0.0521291,0.0327408,-0.000352238,0.22465,-0.118843,-0.0158983,0.0154259,0.607493,0.18426,0.026064,-0.647935,-0.0788649,0.81954,-0.0236911,-0.0653977,-0.132934,
0.16,0.00967141,0.61135,0.184138,0.00919067,0.610972,0.15985,-0.0516798,0.0325031,-0.000384034,0.229391,-0.121453,-0.0161738,0.0153782,0.607514,0.184264,0.0263939,-0.63332,-0.0603256,0.807793,-0.0239729,-0.0624202,-0.136384,
0.162,0.00956897,0.611414,0.184137,0.00911565,0.611023,0.160016,-0.051221,0.0322602,-0.000416382,0.233928,-0.123926,-0.0164497,0.0153297,0.607534,0.184268,0.0267238,-0.649019,-0.0480422,0.803896,-0.0249945,-0.0672903,-0.138808,
0.164,0.00946746,0.611478,0.184137,0.00904192,0.611074,0.160181,-0.0507532,0.0320123,-0.000449281,0.238295,-0.12628,-0.0167157,0.015281,0.607555,0.184272,0.0270538,-0.672009,-0.0461671,0.832182,-0.025504,-0.0717274,-0.13864,
0.166,0.00936691,0.611542,0.184136,0.00896949,0.611124,0.160345,-0.0502766,0.0317598,-0.000482713,0.242472,-0.128534,-0.0169999,0.015232,0.607576,0.184277,0.0273837,-0.70928,-0.0312741,0.81816,-0.0272462,-0.0830835,-0.142181,
0.168,0.00926733,0.611605,0.184135,0.00889837,0.611173,0.16051,-0.0497916,0.0315027,-0.000516713,0.24647,-0.130674,-0.017269,0.0151845,0.607597,0.184282,0.0277136,-0.743377,-0.000467204,0.772996,-0.0286026,-0.0931441,-0.149086,
0.17,0.00916873,0.611667,0.184133,0.00882858,0.611221,0.160674,-0.0492987,0.0312413,-0.00055125,0.250214,-0.132726,-0.0175758,0.0151385,0.607619,0.184287,0.0280435,-0.747982,0.0159899,0.784583,-0.0278677,-0.0915591,-0.151781,
0.172,0.00907113,0.611729,0.184132,0.00876013,0.611269,0.160838,-0.0487983,0.0309759,-0.000586402,0.253714,-0.134668,-0.0178877,0.0150937,0.607641,0.184293,0.0283734,-0.717561,0.0282693,0.78448,-0.0266723,-0.0815328,-0.15339,
0.174,0.00897455,0.611791,0.184131,0.00869302,0.611316,0.161002,-0.0482908,0.0307065,-0.000622177,0.256985,-0.136527,-0.0182286,0.0150479,0.607663,0.184299,0.0287034,-0.695454,0.0277519,0.773707,-0.0266394,-0.0754948,-0.152821,
0.176,0.008879,0.611852,0.18413,0.00862726,0.611362,0.161165,-0.0477769,0.0304335,-0.000658634,0.260132,-0.138305,-0.0185834,0.0150038,0.607685,0.184305,0.0290333,-0.741284,0.0458646,0.773205,-0.0286981,-0.0888914,-0.157155,
0.178,0.00878449,0.611912,0.184128,0.00856287,0.611407,0.161328,-0.0472566,0.0301569,-0.000695801,0.263039,-0.13994,-0.0189111,0.0149572,0.607708,0.184312,0.0293632,-0.710364,0.0429431,0.768139,-0.0278282,-0.0797436,-0.155979,
0.18,0.00869102,0.611972,0.184127,0.00849984,0.611452,0.16149,-0.0467305,0.029877,-0.000733623,0.265898,-0.141539,-0.0192649,0.0149091,0.607732,0.184319,0.0296931,-0.673844,0.0462712,0.75818,-0.0274021,-0.0697788,-0.155969,
0.182,0.00859863,0.612031,0.184125,0.00843818,0.611495,0.161652,-0.0461987,0.0295939,-0.000772153,0.268666,-0.143089,-0.0196436,0.0148618,0.607755,0.184326,0.0300231,-0.745757,0.0387149,0.782215,-0.0306575,-0.090979,-0.155649,
0.184,0.0085073,0.612089,0.184124,0.00837791,0.611538,0.161814,-0.0456614,0.0293077,-0.00081144,0.271246,-0.14454,-0.0200154,0.0148132,0.607778,0.184333,0.030353,-0.787716,0.0380848,0.808673,-0.0319451,-0.100755,-0.155494,
0.186,0.00841707,0.612147,0.184122,0.00831902,0.61158,0.161975,-0.0451189,0.0290187,-0.000851471,0.273735,-0.145854,-0.0203416,0.0147664,0.607801,0.184338,0.0306829,-0.793182,0.04439,0.826954,-0.0314015,-0.0986996,-0.156164,
0.188,0.00832792,0.612205,0.18412,0.00826152,0.611621,0.162136,-0.0445714,0.0287269,-0.000892154,0.275999,-0.147067,-0.0206462,0.0147189,0.607823,0.184344,0.0310128,-0.767344,0.0591066,0.797489,-0.0311913,-0.0923216,-0.159216,
0.19,0.00823988,0.612262,0.184118,0.00820541,0.611662,0.162297,-0.0440194,0.0284328,-0.000933446,0.278153,-0.14818,-0.0209408,0.0146705,0.607846,0.18435,0.0313428,-0.734901,0.0560981,0.77668,-0.0307284,-0.0833056,-0.158243,
0.192,0.00815296,0.612318,0.184116,0.00815069,0.611701,0.162456,-0.0434631,0.0281364,-0.000975328,0.280209,-0.149233,-0.0212491,0.0146227,0.607868,0.184355,0.0316727,-0.770471,0.0605862,0.793663,-0.0324857,-0.0941535,-0.15985,
0.194,0.00806715,0.612374,0.184114,0.00809737,0.61174,0.162616,-0.0429027,0.027838,-0.00101783,0.282109,-0.150156,-0.0215047,0.0145732,0.60789,0.18436,0.0320026,-0.764505,0.0595346,0.79262,-0.0325814,-0.0919549,-0.159414,
0.196,0.00798248,0.612429,0.184112,0.00804545,0.611778,0.162774,-0.0423385,0.0275377,-0.00106084,0.28395,-0.151023,-0.0217686,0.0145246,0.607913,0.184365,0.0323325,-0.780312,0.060919,0.802806,-0.0332728,-0.0948622,-0.159562,
0.198,0.00789894,0.612483,0.18411,0.00799493,0.611815,0.162933,-0.0417706,0.0272356,-0.00110437,0.285628,-0.151809,-0.0220284,0.0144761,0.607934,0.18437,0.0326624,-0.776366,0.0391581,0.82279,-0.0330731,-0.0925352,-0.15487,
0.2,0.00781654,0.612537,0.184108,0.00794581,0.611851,0.16309,-0.0411993,0.026932,-0.00114843,0.287178,-0.152503,-0.0222725,0.0144291,0.607955,0.184375,0.0329924,-0.780944,0.0639622,0.819347,-0.0335884,-0.0938397,-0.159828,
0.202,0.00773529,0.61259,0.184105,0.00789808,0.611887,0.163247,-0.0406249,0.026627,-0.00119297,0.288544,-0.153081,-0.0224982,0.0143826,0.607976,0.18438,0.0333223,-0.756327,0.0484122,0.843032,-0.0328301,-0.085164,-0.156037,
0.204,0.00765519,0.612643,0.184103,0.00785176,0.611922,0.163404,-0.0400478,0.0263208,-0.00123797,0.289775,-0.153614,-0.0227488,0.0143376,0.607997,0.184385,0.0336522,-0.794375,0.0600479,0.825735,-0.0351556,-0.0980227,-0.159449,
0.206,0.00757625,0.612695,0.1841,0.00780683,0.611955,0.16356,-0.0394683,0.0260136,-0.00128347,0.290832,-0.154075,-0.022999,0.0142935,0.608017,0.184389,0.0339821,-0.800647,0.0860828,0.815054,-0.0357081,-0.0988538,-0.164387,
0.208,0.00749848,0.612746,0.184098,0.0077633,0.611988,0.163715,-0.0388866,0.0257055,-0.00132947,0.291745,-0.154393,-0.0232068,0.0142511,0.608037,0.184393,0.0343121,-0.804403,0.0894385,0.805354,-0.0364056,-0.0995338,-0.164962,
